"","X","Stationidentifier","Stationnumber","Observationtime","Stationlatitude","Stationlongitude","Stationelevation","Showalterindex","Liftedindex","LIFTcomputedusingvirtualtemperature","SWEATindex","Kindex","Crosstotalsindex","Verticaltotalsindex","Totalstotalsindex","ConvectiveAvailablePotentialEnergy","CAPEusingvirtualtemperature","ConvectiveInhibition","CINSusingvirtualtemperature","EquilibrumLevel","EquilibrumLevelusingvirtualtemperature","LevelofFreeConvection","LFCTusingvirtualtemperature","BulkRichardsonNumber","BulkRichardsonNumberusingCAPV","Temp.K.oftheLiftedCondensationLevel","Pres.hPa.oftheLiftedCondensationLevel","Meanmixedlayerpotentialtemperature","Meanmixedlayermixingratio","X1000hPato500hPathickness","Precipitablewater.mm.forentiresounding","TS"
"1005",1,"YBBN",94578,"150217/0000",-27.38,153.13,5,13.27,6.11,5.61,77.62,-18.1,8.1,18.1,26.2,27.08,48.55,-18.36,-2.89,758.61,749.62,822.9,860.38,44.62,80,286.87,885.94,296.98,11.28,5700,24.25,0
"1006",1,"YBBN",94578,"150218/0000",-27.38,153.13,5,4.82,2.15,1.47,220.01,8.4,18,18.9,36.9,36.86,89.77,-7.58,-2.8,778.75,550.52,897.36,908.96,2.5,6.09,290.88,925.02,297.45,14.01,5718,34.29,0
"1007",1,"YBBN",94578,"150223/0000",-27.38,153.13,5,6.02,4.19,3.47,377.31,23.5,15.3,18.9,34.2,8.57,22.76,-105.7,-59.64,612.37,609.92,658.62,723.84,5.69,15.12,291.54,929.75,297.68,14.54,5760,40.27,0
"1008",1,"YBBN",94578,"150224/0000",-27.38,153.13,5,4.25,3.32,2.67,205.81,15,17.4,20.1,37.5,0,5.38,-5.28,-2.04,880.74,595.13,886.73,909.51,0,1.19,291.19,935.49,296.81,14.14,5739,35.42,0
"1009",1,"YBBN",94578,"150225/0000",-27.38,153.13,5,2.44,0.29,-0.33,190.61,18.1,19.9,22.3,42.2,168.62,230.48,-13.8,-8.48,291.56,290.47,844.75,868.62,188.42,257.54,289.9,912.22,297.62,13.35,5714,32.88,0
"1010",1,"YBBN",94578,"150227/0000",-27.38,153.13,5,2.81,-1.66,-2.23,122.6,28.3,17.5,26.5,44,421.67,518.6,-158.02,-101.32,258.73,258.39,690.94,707.7,13.05,16.05,291.22,939.55,296.46,14.1,5700,35.52,0
"1011",1,"YBBN",94578,"150228/0000",-27.38,153.13,5,1,-1.65,-2.41,190.98,26.8,21.2,22.3,43.5,726.54,907.09,-0.02,0,245.65,245.48,920.33,926.25,34.69,43.32,291.93,926.25,298.41,14.97,5712,40.06,0
"1012",1,"YBBN",94578,"150301/0000",-27.38,153.13,5,3.75,0.03,-0.34,147.19,26.3,17.7,22.7,40.4,21.58,54.41,-11.5,-8.21,445.74,427.31,881.94,890.54,2.06,5.2,290.96,918.96,298.09,14.19,5742,38.33,0
"1013",1,"YBBN",94578,"150302/0000",-27.38,153.13,5,3.64,0.29,-0.48,197.79,23.3,18.3,20.9,39.2,104.87,229.93,-4.68,-1.73,415.92,413.65,881.04,901.11,5.34,11.7,291.32,913.12,298.99,14.6,5736,38.42,0
"1014",1,"YBBN",94578,"150303/0000",-27.38,153.13,5,11.26,7.01,6.6,182.39,-24.5,11.5,15.3,26.8,0.05,1.55,-18.18,-7.16,848.83,848.36,854.19,870.38,0.01,0.15,288.81,900.2,297.63,12.6,5772,25.65,0
"1015",1,"YBBN",94578,"150307/0000",-27.38,153.13,5,8.55,3.01,2.42,100.6,-3.5,12.7,20.7,33.4,37.12,71.21,-22.14,-8.11,743.54,727.88,824.47,842.51,174.78,335.33,289.1,900.94,297.86,12.84,5724,27.15,0
"1016",1,"YBBN",94578,"150308/0000",-27.38,153.13,5,5.48,1.48,0.86,137.21,9.7,15.1,23.1,38.2,8.05,40.71,-89.12,-51.97,715.18,525.51,751.09,769.7,1.63,8.25,289.6,899.02,298.56,13.29,5725,30.24,0
"1017",1,"YBBN",94578,"150309/0000",-27.38,153.13,5,6.28,-3.16,-3.48,96.19,22.3,12.7,25.7,38.4,648.15,796.4,0,0,271.83,271.27,925.79,927.38,1589.92,1953.58,292.67,927.38,299.05,15.68,5730,42.33,0
"1018",1,"YBBN",94578,"150310/0000",-27.38,153.13,5,6.86,2.18,1.56,154.01,21,14.8,19.5,34.3,80.63,148.22,-19.61,-8.84,512.07,509.01,856.51,882.2,16.49,30.31,291.24,915.63,298.68,14.51,5731,39.32,0
"1019",1,"YBBN",94578,"150311/0000",-27.38,153.13,5,4.94,0.79,0.64,153.79,21.1,17.5,21.7,39.2,5.72,23.61,-19.11,-8.94,566.53,556.74,854.68,871.29,0.92,3.8,288.92,896.47,298.1,12.75,5723,37.49,0
"1020",1,"YBBN",94578,"150312/0000",-27.38,153.13,5,5.35,1.12,0.89,166.19,18.4,17.4,21.3,38.7,4.15,19.3,-9.21,-2.87,600.99,597.55,882.08,899.69,0.84,3.89,289,905.96,297.28,12.67,5706,35.02,0
"1021",1,"YBBN",94578,"150313/0000",-27.38,153.13,5,5.71,0.34,-0.21,162,20.4,17.8,20.9,38.7,145.76,222.41,-1.28,-0.96,311.91,311.71,874.57,877.71,30.71,46.86,288.54,898.48,297.51,12.4,5690,31.44,0
"1022",1,"YBBN",94578,"150314/0000",-27.38,153.13,5,2.05,-0.98,-1.28,142.2,27.1,20.5,26.5,47,159.51,220.01,-80.21,-55.04,368.8,368.3,726.62,746.44,1228.35,1694.27,286.06,889.11,295.85,10.64,5639,30.59,0
"1023",1,"YBBN",94578,"150316/0000",-27.38,153.13,5,8.91,7.74,7.37,297.48,18.1,14.1,19.1,33.2,1.35,3.91,-148.42,-115.24,671.32,665.58,678.96,688.22,0.12,0.34,283.9,868.54,295.58,9.43,5653,24.92,0
"1024",1,"YBBN",94578,"150318/0000",-27.38,153.13,5,2.29,2.72,2.74,196,33.2,21.3,21.3,42.6,0.01,0.01,-11.75,-12.89,839.96,840.41,844.34,844.38,0,0,287.12,900.23,295.89,11.27,5674,46.84,0
"1025",1,"YBBN",94578,"150319/0000",-27.38,153.13,5,4.54,7.38,6.86,198.62,26.5,13.7,24.7,38.4,0.09,3.02,-662.42,-597.49,575.22,573.93,582.21,595.78,0,0.08,286.95,871.49,298.46,11.52,5774,31.94,0
"1026",1,"YBBN",94578,"150320/0000",-27.38,153.13,5,3.31,-4.03,-4.86,82.98,8.3,13.3,30.3,43.6,868.38,1011.6,-372,-224.71,237.14,236.59,620.03,651.96,150.42,175.23,293.87,947.49,298.45,16.55,5784,31.1,0
"1027",1,"YBBN",94578,"150321/0000",-27.38,153.13,5,-2.88,-4.53,-5.08,215,30.1,23.7,26.1,49.8,1376.72,1515.54,-5.61,-0.22,223.64,223.4,892.46,943.63,24.34,26.8,294.25,956.06,298.06,16.8,5747,49.71,1
"1028",1,"YBBN",94578,"150322/0000",-27.38,153.13,5,2.27,-2.76,-3.3,166.6,32.7,20.1,23.3,43.4,943.76,1074.41,-2.75,-1.64,231.89,231.85,938.67,944.17,349.78,398.21,292.89,958.86,296.44,15.37,5695,44.96,1
"1029",1,"YBBN",94578,"150323/0000",-27.38,153.13,5,-0.38,-2.15,-2.63,149.21,29.6,23,25.5,48.5,313.65,413.07,-8.16,-4.31,396.8,391.26,894.6,909.82,30.62,40.32,290.57,949.41,294.92,13.37,5653,36.7,0
"1030",1,"YBBN",94578,"150324/0000",-27.38,153.13,5,5.34,2.17,1.5,169.61,8.6,17.8,18.3,36.1,38.19,81.77,0,0,316.75,314.07,941.26,942.82,23.53,50.38,291.58,942.82,296.54,14.37,5724,33.37,0
"1031",1,"YBBN",94578,"150325/0000",-27.38,153.13,5,3.11,1.62,0.98,183.6,27.1,17.3,23.3,40.6,3.78,28.73,-230.45,-181.97,345.85,340.7,667.61,708.41,0.2,1.56,291.26,926.19,297.72,14.34,5763,37.89,1
"1032",1,"YBBN",94578,"150326/0000",-27.38,153.13,5,1.45,-1.18,-1.97,203.62,32,19.4,23.3,42.7,562.81,731,-54.31,-26.33,245.52,245.03,820.82,832.73,127.49,165.59,293.34,944.49,298.18,16.06,5756,40.28,0
"1033",1,"YBBN",94578,"150327/0000",-27.38,153.13,5,-1.1,-1.2,-1.55,228.42,30.8,22.4,23.1,45.5,625.56,754.78,-45.86,-36.96,234.83,234.53,796.4,803.59,69.32,83.64,292.96,943.9,297.84,15.68,5737,48.47,0
"1034",1,"YBBN",94578,"150328/0000",-27.38,153.13,5,3.36,1.31,0.8,182.2,24.2,19,21.1,40.1,264.48,363.34,-15.66,-9.54,248.34,248.2,849.74,872.18,6.07,8.34,291.03,937.33,296.47,13.96,5710,37.61,0
"1035",1,"YBBN",94578,"150330/0000",-27.38,153.13,5,5.95,2.49,2.22,147.2,-6.9,17.7,20.5,38.2,26.16,46.01,-0.99,-1.04,793.85,755.06,903.71,903.71,1.67,2.94,287.54,903.71,295.99,11.54,5669,30.37,0
"1036",1,"YBBN",94578,"150331/0000",-27.38,153.13,5,4.48,-0.58,-0.68,136.02,27.4,19,22.9,41.9,149.32,220.02,-10.33,-5.47,446.06,441.4,898.99,908.39,29.88,44.03,288.78,923,295.48,12.26,5646,37.35,0
"1037",1,"YBBN",94578,"150401/0000",-27.38,153.13,5,4.25,-0.11,-0.2,153.2,27,19.5,22.9,42.4,131.69,171.63,-30.15,-27.45,494.77,490.33,880.67,889.42,5.7,7.42,289.98,965.33,292.94,12.65,5637,40.37,0
"1038",1,"YBBN",94578,"150402/0000",-27.38,153.13,5,5.97,-0.36,-0.61,150.02,25,17.1,21.3,38.4,169.94,250.29,-2.48,-0.38,402,397.55,918.73,929.76,16.5,24.3,290.56,933.94,296.3,13.6,5684,40.49,0
"1039",1,"YBBN",94578,"150403/0000",-27.38,153.13,5,-1.08,-2.24,-2.43,205.39,29.6,23.6,23.9,47.5,489.27,584.44,-7.23,-3.51,249.61,248.78,912.63,920.77,268.82,321.11,291.22,933.62,297,14.2,5696,45.71,0
"1040",1,"YBBN",94578,"150404/0000",-27.38,153.13,5,3.46,-1.41,-1.92,167.22,3,18.6,22.9,41.5,500.41,640.27,-4.74,-2.14,210.37,210.19,920.17,933.66,23.67,30.28,292.35,953.6,296.37,14.95,5703,38.72,0
"1041",1,"YBBN",94578,"150405/0000",-27.38,153.13,5,3.78,-1.98,-2.32,166.62,24.9,17.1,25.1,42.2,875.23,979.52,-50.9,-11.94,221.52,221.45,736.16,809.9,59.72,66.83,291.79,942.65,296.77,14.6,5705,38.63,0
"1042",1,"YBBN",94578,"150406/0000",-27.38,153.13,5,8.44,4.56,4.15,74.21,21.3,10.7,24.7,35.4,8.27,13.34,-314.83,-254.4,634.8,633.59,671.8,680.91,0.23,0.37,284.88,873.21,296.14,10.07,5677,23.89,0
"1043",1,"YBBN",94578,"150407/0000",-27.38,153.13,5,1.33,-2.54,-2.82,218.61,30.7,19.9,25.9,45.8,474.37,557.27,-71.57,-41.48,278.78,278.56,754.2,776.29,10.39,12.2,290.62,917.14,297.91,13.92,5693,41.85,0
"1044",1,"YBBN",94578,"150415/0000",-27.38,153.13,5,5.12,3.13,2.92,178.39,19.6,19.4,19.9,39.3,19.77,32.38,-7.57,-5.33,813.39,766.66,894.48,902.53,4.07,6.67,287.88,929.41,293.97,11.47,5663,33.24,0
"1045",1,"YBBN",94578,"150418/0000",-27.38,153.13,5,5,0.66,0.12,148.01,-1,19,20.5,39.5,28.77,51.12,-6.85,-3.04,828.95,504.66,917.09,929.44,4.17,7.41,290.05,942.65,294.99,13.04,5683,25.32,0
"1046",1,"YBBN",94578,"150419/0000",-27.38,153.13,5,5.64,1.81,1.31,141.18,10.5,15.9,22.9,38.8,7.97,34.44,-60.88,-39.45,744.83,617.43,801.73,814.37,0.39,1.67,290.08,942.54,295.04,13.06,5692,32.32,0
"1047",1,"YBBN",94578,"150429/0000",-27.38,153.13,5,1.24,-0.09,-0.34,163.02,30.1,23.9,26.3,50.2,12.73,50.79,-27.69,-22.03,483.55,476.09,867.46,871.68,0.58,2.31,284.84,929.33,290.88,9.37,5550,26.18,0
"1048",1,"YBBN",94578,"150430/0000",-27.38,153.13,5,3.38,0.44,0.39,146.79,29.7,22.6,23.1,45.7,206.63,233.4,-3.85,-3.34,549.23,541.82,931.39,933.5,25.22,28.49,287.8,975.08,289.9,10.87,5557,34.18,0
"1049",1,"YBBN",94578,"150501/0000",-27.38,153.13,5,1.53,-0.85,-0.93,223.59,32.7,23.2,23.7,46.9,204.96,240.61,-10.7,-9.04,318.12,314.54,905.22,908.72,3.36,3.95,288.94,958.28,292.5,11.92,5610,38.82,1
"1050",1,"YBBN",94578,"150517/0000",-27.38,153.13,5,6.02,5.1,4.82,151.2,-5.2,19.6,19.7,39.3,32.95,39.53,-4.53,-2.87,770.21,767.05,933.7,940.33,43.28,51.92,286.81,957.79,290.38,10.37,5617,25.5,0
"1051",1,"YBBN",94578,"150518/0000",-27.38,153.13,5,3.63,0.74,0.63,132.22,21.1,20.9,24.5,45.4,2.24,8.68,-39.73,-26.53,807.81,701.2,842.91,860.41,0.08,0.31,287.09,956.58,290.77,10.59,5608,25.83,0
"1052",1,"YBBN",94578,"150521/0000",-27.38,153.13,5,4.87,0.56,0.38,164,25.3,17.3,24.3,41.6,74.46,103.35,-86.71,-57.68,412.75,412.48,779.05,798.16,2.05,2.84,289.79,961.68,293.07,12.57,5658,35.81,0
"1053",1,"YBBN",94578,"150525/0000",-27.38,153.13,5,12.83,8.43,8.38,40.99,-25.5,11.5,18.5,30,0.04,1.71,-53.7,-38.44,829.39,826.51,833.69,850.59,0.01,0.28,283.83,935.7,289.29,8.7,5611,16.46,0
"1054",1,"YBBN",94578,"150611/0000",-27.38,153.13,5,3.54,0.78,0.51,134.6,-5.1,21.7,24.1,45.8,38.42,54.93,-16.24,-9.01,453.89,444.3,870.55,894.47,62.26,89.02,286.01,940.22,291.1,10.02,5590,23.29,0
"1055",1,"YBBN",94578,"150613/0000",-27.38,153.13,5,4.56,3.47,3.23,139.98,-1.1,21.3,21.9,43.2,11.03,14.51,-8.09,-6.51,778.02,777.3,894.1,902.65,0.61,0.8,286.68,971.23,289.1,10.14,5594,24.65,0
"1056",1,"YBBN",94578,"150615/0000",-27.38,153.13,5,3.36,2.74,2.59,150.4,-3.6,22.2,22.7,44.9,10.35,14.45,-17.34,-13.15,785.27,784.56,903.29,910.9,0.48,0.67,286.04,948.73,290.39,9.97,5595,25.44,0
"1057",1,"YBBN",94578,"150616/0000",-27.38,153.13,5,1.55,2.29,2.12,170.4,25.4,22.6,23.7,46.3,0.45,2.33,-126.67,-94.72,617.76,595.1,629.61,635.02,0.01,0.06,288.91,988.73,289.86,11.52,5617,32.13,0
"1058",1,"YBBN",94578,"150617/0000",-27.38,153.13,5,3.48,1.29,1.25,182.2,1.2,20.6,23.1,43.7,33.15,50.65,-22.07,-12.73,528.39,528.05,848.38,875.36,0.94,1.44,288.74,963.89,291.8,11.7,5624,30.06,0
"1059",1,"YBBN",94578,"150625/0000",-27.38,153.13,5,2.84,2.03,2.02,64.79,28.3,22.5,26.3,48.8,2.48,5.6,-105.27,-96.08,746.46,744.22,777.39,786.76,0.14,0.31,283.67,948.24,288.03,8.49,5526,24.68,0
"1060",1,"YBBN",94578,"150628/0000",-27.38,153.13,5,9.89,5.72,5.42,67.4,-1.1,14.7,19.7,34.4,7.46,27.31,-16.36,-14.22,785.28,771.04,888.93,901.74,0.77,2.84,286.69,963.87,289.74,10.22,5602,20.73,0
"1061",1,"YBBN",94578,"150629/0000",-27.38,153.13,5,6.82,6.59,6.32,123.8,25.8,19.1,19.3,38.4,2.15,4.05,-10.18,-6.63,757.58,739.25,890.4,898.88,0.27,0.51,287.14,989.53,288.02,10.26,5586,27.55,0
"1062",1,"YBBN",94578,"150630/0000",-27.38,153.13,5,11.32,9.82,9.57,143.8,15.6,14.4,16.7,31.1,1.41,5.8,-25.81,-21.33,734.51,654.23,888.42,894.26,0.05,0.19,284.34,938.73,289.54,8.98,5556,24.12,0
"1063",1,"YBBN",94578,"150701/0000",-27.38,153.13,5,1.9,1.9,1.66,118.78,30.2,23,26.5,49.5,14.3,18.24,-142.81,-126.41,522.91,521.6,720.34,724.6,0.85,1.08,283.53,929.96,289.49,8.61,5535,25.51,0
"1064",1,"YBBN",94578,"150705/0000",-27.38,153.13,5,7.49,5.14,5,78.99,-25,18.4,22.5,40.9,4.51,7.33,-74.96,-63.81,802.76,801.47,835.59,842.95,0.34,0.56,281.67,917.18,288.73,7.68,5556,14.53,0
"1065",1,"YBBN",94578,"150709/0000",-27.38,153.13,5,8.85,8.19,8.03,82.4,-18.2,18,20.1,38.1,2.2,5.8,-55.03,-49.13,738.64,736.11,788.25,799.62,0.19,0.5,281.57,934.37,287.1,7.47,5526,17.95,0
"1066",1,"YBBN",94578,"150711/0000",-27.38,153.13,5,2.75,2.47,2.24,143.42,28.8,22.9,25.1,48,9.54,12.87,-107.72,-95.97,529.91,527.6,729.44,736.52,0.42,0.56,284.33,950.07,288.54,8.86,5526,25.49,0
"1067",1,"YBBN",94578,"150721/0000",-27.38,153.13,5,5.05,2.88,2.68,132.63,22,22.4,23.3,45.7,63.54,87.59,-28.84,-24.42,625.07,631.14,887.34,892.72,2.22,3.06,283.67,959.84,287.03,8.39,5482,22.21,0
"1068",1,"YBBN",94578,"150722/0000",-27.38,153.13,5,7.4,8.71,8.74,146.6,18.9,18.7,19.1,37.8,9.66,16.89,-74.73,-76.01,683.47,676.99,744.77,750.25,0.45,0.79,285.74,988.63,286.7,9.36,5556,28.67,0
"1069",1,"YBBN",94578,"150723/0000",-27.38,153.13,5,2.58,0.34,0.04,122.99,28,22.3,25.1,47.4,62.14,88.76,-30.36,-8.16,507.39,492.8,778,859.71,1.75,2.5,287.79,982.05,289.3,10.78,5564,28.66,0
"1070",1,"YBBN",94578,"150724/0000",-27.38,153.13,5,4.06,1.93,1.74,167.4,27.1,19.4,23.9,43.3,22.51,30.24,-62.58,-45.15,668.03,666.41,746.01,754.45,0.96,1.29,288.52,970.92,290.98,11.44,5610,34.7,0
"1071",1,"YBBN",94578,"150810/0000",-27.38,153.13,5,9.94,6.69,6.5,71.02,-28.3,14.1,22.1,36.2,4.36,10.45,-91.25,-71.75,746.56,744.12,782.92,798.65,0.1,0.24,281.86,923.23,288.38,7.72,5541,15.04,0
"1072",1,"YBBN",94578,"150812/0000",-27.38,153.13,5,1.8,4.97,4.76,175.59,23.7,19.9,28.9,48.8,0.52,1.33,-530.09,-510.48,549.21,548.71,568.43,576.47,0.01,0.02,278.97,850.77,292.17,6.98,5564,22.33,1
"1073",1,"YBBN",94578,"150817/0000",-27.38,153.13,5,4.16,1.94,1.73,61.4,10.9,21.1,25.7,46.8,98.85,143.54,-73,-58.7,558.32,548.41,821.24,830.32,10.71,15.55,282.93,928.21,289.03,8.25,5498,18.21,0
"1074",1,"YBBN",94578,"150819/0000",-27.38,153.13,5,4.97,3.98,3.81,50.18,-12.3,21.7,24.1,45.8,3.36,6.52,-54.92,-49.33,781.06,778.34,819.96,828.88,0.3,0.58,279.89,894.23,288.98,6.96,5512,15.4,0
"1075",1,"YBBN",94578,"150821/0000",-27.38,153.13,5,5.62,4.73,4.47,147.01,20.9,20.1,20.9,41,4.08,14.66,-12.22,-11.57,621.95,619.09,894.74,897.94,0.15,0.56,285.77,950.69,289.94,9.75,5576,26.83,0
"1076",1,"YBBN",94578,"150822/0000",-27.38,153.13,5,1.61,0.38,0.08,147.58,15.8,23,24.5,47.5,89.58,152.18,-11.15,-5.68,462.13,460.32,845.49,910.55,4.74,8.04,288.42,974.81,290.54,11.32,5582,28.92,0
"1077",1,"YBBN",94578,"150823/0000",-27.38,153.13,5,4.37,1.21,0.88,93.98,16.9,17.9,25.9,43.8,47.05,72.72,-6.67,-4.28,635.91,633.83,912.69,922.88,8.54,13.21,286.93,939.6,292.1,10.66,5605,23.7,0
"1078",1,"YBBN",94578,"150825/0000",-27.38,153.13,5,-0.37,0.45,0.12,209.19,26.8,23.6,26.7,50.3,73.29,87.08,-326.12,-206.1,392.97,392.27,485.48,670.03,2.42,2.88,285.06,894.92,294.26,9.95,5637,29.51,0
"1079",1,"YBBN",94578,"150903/0000",-27.38,153.13,5,-1.03,-2.23,-2.69,312.4,26.1,25.1,25.9,51,265.05,337.83,-15.53,-13.11,464.42,459.8,880.52,884.94,1.69,2.16,289.16,957.91,292.76,12.1,5606,32.04,0
"1080",1,"YBBN",94578,"150905/0000",-27.38,153.13,5,4.53,3.11,2.9,69.98,13.8,20.4,25.3,45.7,6.96,18.17,-69.19,-57.92,707.32,686.56,779.16,785.51,0.58,1.52,281.36,897.26,290.23,7.67,5530,18.76,0
"1081",1,"YBBN",94578,"150906/0000",-27.38,153.13,5,7.99,6.13,5.92,91.01,18.9,17.1,20.9,38,54.22,70.97,-42.32,-32.95,694.57,692.62,797.68,820.9,11.24,14.71,283.48,918.65,290.45,8.66,5560,21.19,0
"1082",1,"YBBN",94578,"150907/0000",-27.38,153.13,5,7.48,2.86,2.62,85.39,23.3,16.1,23.1,39.2,127.68,163.43,-6.23,-1.59,664.17,649.37,877.52,914.44,11.6,14.85,285.5,929.74,291.51,9.8,5564,23.65,0
"1083",1,"YBBN",94578,"150908/0000",-27.38,153.13,5,2.4,1.38,1.22,154.42,27,21.5,26.3,47.8,83.42,104.4,-120.91,-97.7,604.58,598.24,739.22,747.81,1.46,1.82,283.93,907.38,291.93,9.09,5557,24.1,1
"1084",1,"YBBN",94578,"150912/0000",-27.38,153.13,5,5.84,4.59,4.41,76.4,-22.8,20,23.5,43.5,2.89,4.13,-32.4,-25.57,795.95,795.75,822.34,826.59,0.13,0.18,278.87,859.07,291.25,6.77,5564,14.9,0
"1085",1,"YBBN",94578,"150913/0000",-27.38,153.13,5,5.22,2.44,2.19,96.59,-11.8,21.2,22.9,44.1,13.81,18.24,-11.81,-7.58,825.98,825.08,875.68,884.47,7.42,9.8,282.89,907.37,290.87,8.42,5565,16.12,0
"1086",1,"YBBN",94578,"150914/0000",-27.38,153.13,5,10.94,8.5,8.25,100.78,-19.2,14.4,17.9,32.3,7.59,12.92,-13.82,-11.86,802.52,801.87,876.54,881.8,1.17,1.99,283.27,910.94,290.93,8.61,5594,17.82,0
"1087",1,"YBBN",94578,"150915/0000",-27.38,153.13,5,10.34,5.7,5.41,84.78,-11.5,14.3,19.1,33.4,57.84,80.61,-6.1,-2.48,757.38,751.96,893.56,915.07,9.92,13.83,285.1,918.46,292.12,9.66,5614,20.29,0
"1088",1,"YBBN",94578,"150916/0000",-27.38,153.13,5,8.92,6.25,5.95,92.01,11.7,12.7,22.7,35.4,40.14,61.14,-238.81,-186.23,568.15,567.1,674.13,703.02,1.93,2.95,284.17,902.79,292.6,9.23,5602,20.48,1
"1089",1,"YBBN",94578,"150917/0000",-27.38,153.13,5,1.65,1.64,1.65,118,31.8,20.9,27.9,48.8,1.82,4.99,-244.66,-224.68,636.95,616.9,697.44,698.06,0.02,0.05,284.68,922.08,291.38,9.39,5590,29.36,1
"1090",1,"YBBN",94578,"150920/0000",-27.38,153.13,5,4.94,2.01,1.79,40.41,18.9,19.7,25.7,45.4,1.93,22.78,-41.08,-25.06,659.93,657.75,772.06,826.82,0.11,1.31,281.75,898.75,290.48,7.86,5526,18.96,0
"1091",1,"YBBN",94578,"150922/0000",-27.38,153.13,5,4.68,0.79,0.49,166.45,16.1,17.3,27.3,44.6,115.57,162.75,-123.01,-92.2,510.05,506.17,756.23,774.42,2.27,3.19,283.25,887.57,293.07,8.82,5554,18.96,0
"1092",1,"YBBN",94578,"150923/0000",-27.38,153.13,5,7.25,6.53,6.34,107.8,1.7,18.5,22.3,40.8,0.22,1.98,-40.51,-35.35,782.57,778.82,795.66,802.48,0,0.03,279.66,883.89,289.71,6.92,5521,15.85,0
"1093",1,"YBBN",94578,"150927/0000",-27.38,153.13,5,1.88,-0.24,-0.42,102.59,25.7,22.9,28.9,51.8,32.84,57.4,-60.28,-48.25,492,488.94,768.22,773.95,3.15,5.51,280.81,897.14,289.67,7.39,5483,20.89,1
"1094",1,"YBBN",94578,"150928/0000",-27.38,153.13,5,4.16,1.34,1.12,63.6,-15.3,19.9,26.9,46.8,84.26,127.72,-63.94,-50.14,523.49,519.11,796.92,807.07,5.05,7.66,282.62,916.31,289.78,8.19,5500,17.54,0
"1095",1,"YBBN",94578,"150929/0000",-27.38,153.13,5,1.17,-0.83,-1.1,119.61,21.3,22.5,28.5,51,120.32,186.72,-76.08,-59.33,487,483.09,796.87,806.04,7.69,11.93,283.39,898.48,292.21,8.8,5546,20.18,1
"1096",1,"YBBN",94578,"150930/0000",-27.38,153.13,5,4.37,3.01,2.78,26.41,23.3,17.1,28.1,45.2,14.64,23.47,-276.75,-245.53,665.83,654.31,720.8,728.45,0.89,1.43,281.89,893.81,291.09,8.05,5554,18.75,0
"1097",1,"YBBN",94578,"151001/0000",-27.38,153.13,5,6.69,1.56,1.3,35,14.9,10.5,29.5,40,22.22,53.45,-222.38,-178.52,566.75,562.64,715.13,725.44,1.37,3.3,281.42,868.03,293.05,7.98,5562,17.37,0
"1098",1,"YBBN",94578,"151002/0000",-27.38,153.13,5,9.77,2.06,1.79,80.01,-12.9,7.5,26.5,34,18.19,34.75,-171.2,-110.86,705.41,701.91,758.72,777.4,0.25,0.48,283.71,892.98,293.04,9.1,5597,13.74,0
"1099",1,"YBBN",94578,"151008/0000",-27.38,153.13,5,4.77,3.15,2.8,175.21,5.4,20.2,21.3,41.5,26.56,35.78,-6.03,-5.85,750.11,746.11,874.82,877.83,1.85,2.49,285.86,917.1,293.03,10.18,5627,27.14,0
"1100",1,"YBBN",94578,"151009/0000",-27.38,153.13,5,3.35,2.3,1.96,141.61,14.9,21.7,22.1,43.8,44.42,56.97,-3.52,-2.46,753.47,748.21,938.08,942.91,15.96,20.47,287.94,964.94,290.9,11.09,5601,27.86,0
"1101",1,"YBBN",94578,"151010/0000",-27.38,153.13,5,6.9,5.12,4.9,75.59,-20.3,19.5,20.9,40.4,10.11,13.82,-0.03,0,833.27,832.15,861,861.94,2.81,3.84,280.37,861.94,292.54,7.47,5586,15.51,0
"1102",1,"YBBN",94578,"151012/0000",-27.38,153.13,5,0.6,-0.63,-0.9,121.61,24.9,21.1,30.1,51.2,12.24,23.81,-248.85,-207.01,489.25,484.86,644.34,652.13,0.29,0.56,283.85,892.15,293.27,9.15,5600,24.2,1
"1103",1,"YBBN",94578,"151013/0000",-27.38,153.13,5,0.85,1.36,1.15,124.82,28.7,20.3,29.3,49.6,12.78,21.63,-382.84,-350.84,604.11,600.43,676.76,683.08,0.76,1.28,283.93,888.32,293.71,9.26,5622,26.78,1
"1104",1,"YBBN",94578,"151014/0000",-27.38,153.13,5,0.79,-0.09,-0.25,121.59,31,23.5,25.9,49.4,61.52,83.08,-73.14,-63.39,478,473.89,794.5,804.33,5.75,7.77,286.59,938.81,291.83,10.47,5590,32.87,0
"1105",1,"YBBN",94578,"151015/0000",-27.38,153.13,5,4.07,0.44,0.08,112.59,2.9,20.1,24.1,44.2,164.61,228.81,-16.18,-9.82,318.52,318.42,857.48,876.4,94.69,131.62,285.93,911.61,293.6,10.3,5592,24.6,0
"1106",1,"YBBN",94578,"151016/0000",-27.38,153.13,5,7.37,3.13,2.8,116.8,-12,17.4,21.1,38.5,12.42,36.69,-10.78,-1.6,793.81,781.32,866.19,895.3,1.03,3.04,285.24,908.39,293.19,9.86,5606,17.83,0
"1107",1,"YBBN",94578,"151018/0000",-27.38,153.13,5,6.27,1.33,0.91,121.6,-19.3,17.9,21.9,39.8,41.6,68.17,-5.35,-1.09,788.56,778.9,912.8,927.43,3.11,5.1,287.74,934.68,293.35,11.3,5629,20.73,0
